id,name,name_en,scientific_name,is_active,description_ru,description_ua,description_en,symptoms_ru,symptoms_ua,symptoms_en,development_conditions_ru,development_conditions_ua,development_conditions_en,control_measures_ru,control_measures_ua,control_measures_en,photo_path,source_urls,crops
49879783-b126-4b02-b59f-d73f5d9dba63,Страница не найдена,Page not found,,True,,,,,,,,,,,,,,https://betaren.ru/harmful/bolezni/bolezni-sadovykh-kultur/,садовые культуры
